marker,LG,position
TIG009_1129523,5,26.13636364
TIG009_1129539,5,26.13636364
TIG009_1129549,5,26.13636364
TIG009_1129883,5,26.13636364
TIG009_1129890,5,26.13636364
TIG009_1129912,5,26.13636364
TIG009_1129925,5,26.13636364
TIG009_1391863,5,26.13636364
TIG009_1466135,5,26.13636364
TIG009_1555497,5,27.27272727
TIG009_1555509,5,27.27272727
TIG009_1555545,5,27.27272727
TIG009_1555650,5,27.27272727
TIG009_1555659,5,27.27272727
TIG009_1583737,5,27.27272727
TIG009_1877847,5,31.81818182
TIG009_1899615,5,31.81818182
TIG009_1920357,5,31.81818182
TIG009_1932823,5,31.81818182
TIG009_1980916,5,31.81818182
TIG009_2012439,5,32.95454545
TIG009_2012557,5,32.95454545
TIG009_2012675,5,32.95454545
TIG009_2012733,5,32.95454545
TIG009_2013061,5,32.95454545
TIG009_2048606,5,32.95454545
TIG009_2048610,5,32.95454545
TIG009_2048611,5,32.95454545
TIG009_2073146,5,32.95454545
TIG009_2075389,5,32.95454545
TIG009_2082884,5,32.95454545
TIG009_2103806,5,32.95454545
TIG009_2120868,5,32.95454545
TIG009_2120932,5,32.95454545
TIG009_2123436,5,32.95454545
TIG009_2123472,5,32.95454545
TIG009_2123486,5,32.95454545
TIG009_2123498,5,32.95454545
TIG009_2123527,5,32.95454545
TIG009_2147252,5,32.95454545
TIG009_2147259,5,32.95454545
TIG009_2147275,5,32.95454545
TIG009_2147285,5,32.95454545
TIG009_2147328,5,32.95454545
TIG009_2147404,5,32.95454545
TIG009_2147409,5,32.95454545
TIG009_2147426,5,32.95454545
TIG009_2150553,5,32.95454545
TIG009_2171498,5,32.95454545
TIG009_2171513,5,32.95454545
TIG009_2174592,5,32.95454545
TIG009_2181294,5,32.95454545
TIG009_2181316,5,32.95454545
TIG009_2181339,5,32.95454545
TIG009_2189637,5,32.95454545
TIG009_2192431,5,32.95454545
TIG009_2192449,5,32.95454545
TIG009_2311966,5,32.95454545
TIG009_2312253,5,32.95454545
TIG009_2513712,5,51.13636364
TIG009_2513887,5,51.13636364
TIG009_2514130,5,51.13636364
TIG009_2537821,5,51.13636364
TIG009_2537881,5,51.13636364
TIG009_2538030,5,51.13636364
TIG009_2538155,5,51.13636364
TIG009_2538261,5,51.13636364
TIG009_2538283,5,51.13636364
TIG009_2541591,5,51.13636364
TIG009_2541628,5,51.13636364
TIG009_2541643,5,51.13636364
TIG009_2541657,5,51.13636364
TIG009_2541741,5,51.13636364
TIG009_2541852,5,51.13636364
TIG009_2548639,5,51.13636364
TIG009_2548701,5,51.13636364
TIG009_2557372,5,51.13636364
TIG009_2557375,5,51.13636364
TIG009_2557383,5,51.13636364
TIG009_2557400,5,51.13636364
TIG009_2610075,5,51.13636364
TIG049_1062754,5,52.27272727
TIG049_1061691,5,52.27272727
TIG049_989466,5,52.27272727
TIG049_985514,5,52.27272727
TIG049_982654,5,52.27272727
TIG049_975175,5,52.27272727
TIG049_874136,5,52.27272727
TIG049_857700,5,52.27272727
TIG049_810641,5,53.40909091
TIG049_796701,5,53.40909091
TIG049_327036,5,88.63636364
TIG049_301498,5,88.63636364
TIG049_146598,5,88.63636364
TIG049_146582,5,88.63636364
TIG049_146427,5,88.63636364
TIG049_117453,5,88.63636364
TIG049_90847,5,88.63636364
TIG049_90821,5,88.63636364
TIG049_90601,5,88.63636364
TIG049_23859,5,89.77272727
TIG031_908341,5,94.31818182
TIG031_777170,5,95.45454545
TIG031_777050,5,95.45454545
TIG031_777013,5,95.45454545
TIG031_765939,5,95.45454545
TIG031_753066,5,95.45454545
TIG031_738344,5,95.45454545
TIG031_738313,5,95.45454545
TIG031_687832,5,95.45454545
TIG031_687810,5,95.45454545
TIG031_687793,5,95.45454545
TIG031_644109,5,95.45454545
TIG031_633147,5,95.45454545
TIG031_632894,5,95.45454545
TIG031_632881,5,95.45454545
TIG031_623305,5,95.45454545
TIG031_551765,5,95.45454545
TIG031_551659,5,95.45454545
TIG031_551639,5,95.45454545
TIG031_551638,5,95.45454545
TIG031_551632,5,95.45454545
TIG031_551573,5,95.45454545
TIG031_551568,5,95.45454545
TIG031_534115,5,95.45454545
TIG031_534095,5,95.45454545
TIG031_524863,5,95.45454545
TIG031_524812,5,95.45454545
TIG031_524805,5,95.45454545
TIG031_524796,5,95.45454545
TIG031_524790,5,95.45454545
TIG031_47823,5,98.86363636
TIG031_23557,5,98.86363636
TIG031_23477,5,98.86363636
TIG051_4831,5,98.86363636
TIG051_107922,5,98.86363636
TIG051_107931,5,98.86363636
TIG051_244525,5,98.86363636
TIG051_244543,5,98.86363636
TIG051_261249,5,98.86363636
TIG051_261273,5,98.86363636
TIG051_261328,5,98.86363636
TIG051_261340,5,98.86363636
TIG051_261356,5,98.86363636
TIG051_277402,5,98.86363636
TIG051_277512,5,98.86363636
TIG051_308252,5,98.86363636
TIG051_308258,5,98.86363636
TIG051_308275,5,98.86363636
TIG051_557052,5,98.86363636
TIG051_557074,5,98.86363636
TIG051_557092,5,98.86363636
TIG051_622639,5,98.86363636
TIG051_622645,5,98.86363636
TIG051_622692,5,98.86363636
TIG051_622869,5,98.86363636
TIG051_622906,5,98.86363636
TIG051_622964,5,98.86363636
TIG051_627235,5,98.86363636
TIG051_627276,5,98.86363636
TIG051_768020,5,98.86363636
TIG051_832385,5,98.86363636
TIG051_832391,5,98.86363636
TIG051_832456,5,98.86363636
TIG051_899834,5,98.86363636
