marker,LG,position
TIG120_238659,8,11.36363636
TIG120_238686,8,11.36363636
TIG120_285373,8,11.36363636
TIG120_285904,8,11.36363636
TIG120_305442,8,11.36363636
TIG120_307559,8,11.36363636
TIG120_442570,8,19.31818182
TIG120_446350,8,19.31818182
TIG120_473319,8,19.31818182
TIG120_473326,8,19.31818182
TIG120_473404,8,19.31818182
TIG120_473435,8,19.31818182
TIG120_473491,8,19.31818182
TIG120_473504,8,19.31818182
TIG120_473514,8,19.31818182
TIG120_473541,8,19.31818182
TIG120_475218,8,19.31818182
TIG120_475225,8,19.31818182
TIG120_568798,8,19.31818182
TIG120_568799,8,19.31818182
TIG120_574547,8,19.31818182
TIG120_574567,8,19.31818182
TIG120_574615,8,19.31818182
TIG120_574751,8,19.31818182
TIG120_862678,8,28.40909091
TIG120_994955,8,28.40909091
TIG120_1065042,8,28.40909091
TIG120_1065056,8,28.40909091
TIG120_1065061,8,28.40909091
TIG120_1065091,8,28.40909091
TIG120_1065106,8,28.40909091
TIG120_1065115,8,28.40909091
TIG120_1065147,8,28.40909091
TIG120_1428876,8,28.40909091
TIG120_1435445,8,28.40909091
TIG120_1440488,8,28.40909091
TIG120_1465046,8,28.40909091
TIG120_1465104,8,28.40909091
TIG120_1520781,8,28.40909091
TIG120_1526604,8,28.40909091
TIG120_1526950,8,28.40909091
TIG120_1526989,8,28.40909091
TIG120_1527009,8,28.40909091
TIG120_1546495,8,28.40909091
TIG120_1606179,8,28.40909091
TIG120_1646678,8,28.40909091
TIG120_1886174,8,36.36363636
TIG120_1886198,8,36.36363636
TIG120_1902565,8,36.36363636
TIG120_1902611,8,36.36363636
TIG120_2205495,8,54.54545455
TIG120_2205529,8,54.54545455
TIG120_2322173,8,55.68181818
TIG120_2322183,8,55.68181818
TIG120_2555071,8,61.36363636
TIG120_2555135,8,61.36363636
TIG120_2555209,8,61.36363636
TIG120_2666668,8,61.36363636
TIG120_2666691,8,61.36363636
TIG120_2786240,8,61.36363636
TIG120_2855829,8,61.36363636
TIG120_2855874,8,61.36363636
TIG120_2855922,8,61.36363636
TIG120_2919979,8,61.36363636
TIG120_2920066,8,61.36363636
TIG120_3070537,8,69.31818182
TIG120_3075672,8,69.31818182
TIG120_3138876,8,70.45454545
TIG120_3138963,8,70.45454545
TIG120_3142008,8,70.45454545
TIG120_3142195,8,70.45454545
TIG120_3142203,8,70.45454545
TIG120_3151419,8,70.45454545
TIG120_3151439,8,70.45454545
TIG120_3151511,8,70.45454545
TIG120_3153371,8,70.45454545
TIG120_3153385,8,70.45454545
TIG120_3153418,8,70.45454545
TIG120_3338151,8,76.13636364
TIG120_3364088,8,76.13636364
TIG120_3497138,8,87.5
TIG120_3497156,8,87.5
TIG120_3497163,8,87.5
TIG120_3497190,8,87.5
TIG120_3497196,8,87.5
TIG120_3497230,8,87.5
TIG120_3529376,8,87.5
TIG120_3556976,8,88.63636364
TIG120_3557032,8,88.63636364
TIG120_3600013,8,88.63636364
TIG120_3600062,8,88.63636364
TIG120_3600082,8,88.63636364
TIG120_3644499,8,88.63636364
TIG120_3644532,8,88.63636364
TIG120_3644699,8,88.63636364
TIG120_3644748,8,88.63636364
TIG120_4062718,8,92.04545455
TIG120_4062765,8,92.04545455
TIG120_4062772,8,92.04545455
TIG120_4064062,8,92.04545455
TIG120_4070851,8,94.31818182
TIG120_4091951,8,95.45454545
TIG120_4094694,8,95.45454545
TIG120_4094746,8,95.45454545
TIG120_4094883,8,95.45454545
TIG120_4103782,8,95.45454545
TIG120_4103796,8,95.45454545
TIG120_4103869,8,95.45454545
TIG120_4136945,8,95.45454545
TIG120_4185126,8,95.45454545
TIG120_4185142,8,95.45454545
TIG120_4203215,8,95.45454545
TIG120_4209838,8,95.45454545
TIG120_4213583,8,95.45454545
TIG120_4239758,8,95.45454545
TIG120_4239766,8,95.45454545
TIG120_4289625,8,95.45454545
TIG120_4289736,8,95.45454545
TIG120_4385963,8,107.9545455
TIG120_4406861,8,107.9545455
