marker,LG,position
TIG121_5882189,10,21.59090909
TIG121_5877606,10,21.59090909
TIG121_5841514,10,21.59090909
TIG121_5841496,10,21.59090909
TIG121_5699348,10,25
TIG121_5699308,10,25
TIG121_5694505,10,25
TIG121_5694489,10,25
TIG121_5694432,10,25
TIG121_5641210,10,25
TIG121_5625724,10,25
TIG121_5341467,10,26.13636364
TIG121_5341457,10,26.13636364
TIG121_5324244,10,26.13636364
TIG121_5258205,10,27.27272727
TIG121_5251461,10,27.27272727
TIG121_5203335,10,46.59090909
TIG121_5202730,10,46.59090909
TIG121_5183654,10,46.59090909
TIG121_5163072,10,46.59090909
TIG121_4949154,10,46.59090909
TIG121_4704084,10,46.59090909
TIG121_4693378,10,46.59090909
TIG121_4606833,10,46.59090909
TIG121_4599685,10,46.59090909
TIG121_4596011,10,47.72727273
TIG121_4595978,10,47.72727273
TIG121_4309411,10,60.22727273
TIG121_4309381,10,60.22727273
TIG121_4264081,10,61.36363636
TIG121_4253122,10,61.36363636
TIG121_4252940,10,61.36363636
TIG121_4110797,10,61.36363636
TIG121_4110632,10,61.36363636
TIG121_3998434,10,61.36363636
TIG121_3998412,10,61.36363636
TIG121_3998402,10,61.36363636
TIG121_3821570,10,63.63636364
TIG121_3655030,10,63.63636364
TIG121_3654849,10,63.63636364
TIG121_2098036,10,79.54545455
TIG121_2097970,10,79.54545455
TIG121_2097929,10,79.54545455
TIG121_2097923,10,79.54545455
TIG121_2023881,10,79.54545455
TIG121_1949168,10,79.54545455
TIG121_1944977,10,79.54545455
TIG121_1836950,10,79.54545455
TIG121_1821386,10,79.54545455
TIG121_1821385,10,79.54545455
TIG121_1820389,10,79.54545455
TIG121_1789326,10,79.54545455
TIG121_1666027,10,80.68181818
TIG121_1666009,10,80.68181818
TIG121_1601230,10,80.68181818
TIG121_1601164,10,80.68181818
TIG121_1601152,10,80.68181818
TIG121_1505784,10,80.68181818
TIG121_1288112,10,100
TIG121_1288083,10,100
TIG121_1287838,10,100
TIG121_1287794,10,100
TIG121_1287718,10,100
TIG121_1287456,10,100
TIG121_1287436,10,100
TIG121_1287417,10,100
TIG121_1241981,10,100
TIG121_1100097,10,103.4090909
TIG121_983108,10,117.0454545
TIG121_983102,10,117.0454545
TIG121_983092,10,117.0454545
TIG121_983084,10,117.0454545
TIG121_884905,10,119.3181818
TIG121_808118,10,119.3181818
TIG121_808113,10,119.3181818
TIG121_721963,10,122.7272727
TIG121_707839,10,122.7272727
TIG121_707758,10,122.7272727
TIG121_707731,10,122.7272727
TIG121_707652,10,122.7272727
TIG121_707542,10,122.7272727
TIG121_705776,10,122.7272727
TIG121_705244,10,122.7272727
TIG121_622781,10,122.7272727
TIG121_617923,10,122.7272727
TIG121_617910,10,122.7272727
TIG121_617407,10,122.7272727
TIG121_617392,10,122.7272727
TIG121_617350,10,122.7272727
TIG121_478579,10,123.8636364
TIG121_478578,10,123.8636364
TIG121_478572,10,123.8636364
TIG121_439142,10,123.8636364
TIG121_439096,10,123.8636364
TIG121_439068,10,123.8636364
TIG121_383519,10,125
TIG121_236910,10,130.6818182
TIG121_206412,10,130.6818182
TIG121_206347,10,130.6818182
TIG121_193584,10,130.6818182
TIG121_82223,10,130.6818182
TIG121_82190,10,130.6818182
TIG121_82051,10,130.6818182
TIG121_82034,10,130.6818182
TIG121_81941,10,130.6818182
TIG121_81936,10,130.6818182
TIG121_81909,10,130.6818182
TIG121_81884,10,130.6818182
TIG121_81818,10,130.6818182
TIG121_54241,10,130.6818182
TIG121_54156,10,130.6818182
TIG121_54151,10,130.6818182
TIG121_54146,10,130.6818182
TIG121_54126,10,130.6818182
TIG121_49674,10,130.6818182
TIG121_49631,10,130.6818182
TIG121_46966,10,130.6818182
TIG121_46950,10,130.6818182
TIG121_46777,10,130.6818182
TIG121_46751,10,130.6818182
TIG121_38755,10,130.6818182
TIG121_38704,10,130.6818182
TIG121_38671,10,130.6818182
TIG121_36427,10,130.6818182
TIG121_35218,10,130.6818182
TIG121_35197,10,130.6818182
TIG121_35187,10,130.6818182
TIG121_35035,10,130.6818182
TIG121_35015,10,130.6818182
TIG121_35001,10,130.6818182
