marker,LG,position
TIG116_2545547,3,97.72727273
TIG116_2545712,3,97.72727273
TIG116_2545735,3,97.72727273
TIG116_2564425,3,97.72727273
TIG116_2564433,3,97.72727273
TIG116_2564442,3,97.72727273
TIG116_2564449,3,97.72727273
TIG116_2683025,3,98.86363636
TIG116_2693614,3,98.86363636
TIG116_2693664,3,98.86363636
TIG116_2706181,3,98.86363636
TIG116_2890055,3,100
TIG116_2890214,3,100
TIG116_3068225,3,101.1363636
TIG116_3068260,3,101.1363636
TIG116_3155207,3,101.1363636
TIG116_3156559,3,101.1363636
TIG116_3301765,3,101.1363636
TIG116_3339084,3,102.2727273
TIG116_3339124,3,102.2727273
TIG116_3631312,3,112.5
TIG116_3635066,3,112.5
TIG116_3635120,3,112.5
TIG116_3738041,3,112.5
TIG116_3738103,3,112.5
TIG116_3907119,3,112.5
TIG116_3907166,3,112.5
TIG116_4025204,3,122.7272727
TIG116_4025280,3,122.7272727
TIG116_4025316,3,122.7272727
TIG116_4131264,3,122.7272727
TIG116_4131400,3,122.7272727
