marker,LG,position
TIG004_2915688,2,110.2
TIG004_2898962,2,110.2
TIG004_2784151,2,111.4
TIG004_2784143,2,111.4
TIG004_2784095,2,111.4
TIG004_2784076,2,111.4
TIG004_2784048,2,111.4
TIG004_2784037,2,111.4
TIG004_2784020,2,111.4
TIG004_2777082,2,111.4
TIG004_2777079,2,111.4
TIG004_2777070,2,111.4
TIG004_2775657,2,111.4
TIG004_2763324,2,111.4
TIG004_2643109,2,111.4
TIG004_2643101,2,111.4
TIG004_2643065,2,111.4
TIG004_2618206,2,111.4
TIG004_2618130,2,111.4
TIG004_2440748,2,112.5
TIG004_2440709,2,112.5
TIG004_2440684,2,112.5
TIG004_2440416,2,112.5
TIG004_2417746,2,112.5
TIG004_2417706,2,112.5
TIG004_2417647,2,112.5
TIG004_2400053,2,112.5
TIG004_2399631,2,112.5
TIG004_2368037,2,112.5
TIG004_2348953,2,112.5
TIG004_2348939,2,112.5
TIG004_2343162,2,112.5
TIG004_2055919,2,114.8
TIG004_2055735,2,114.8
TIG004_1767019,2,121.6
TIG004_1766974,2,121.6
TIG004_1726551,2,125.0
TIG004_1726098,2,125.0
TIG004_1711883,2,125.0
TIG004_1711715,2,125.0
TIG004_1682615,2,125.0
TIG004_1682608,2,125.0
TIG004_1682601,2,125.0
TIG004_1682585,2,125.0
TIG004_1682561,2,125.0
TIG004_1682334,2,125.0
TIG004_1554430,2,125.0
TIG004_1428433,2,125.0
TIG004_1413065,2,125.0
TIG004_1413060,2,125.0
TIG004_1376277,2,126.1
TIG004_1332088,2,140.9
TIG004_1326620,2,142.0
TIG004_1297003,2,142.0
TIG004_1281179,2,142.0
TIG004_1202116,2,144.3
TIG004_1202110,2,144.3
TIG004_1202081,2,144.3
TIG004_1092317,2,144.3
TIG004_912352,2,146.6
TIG004_863123,2,146.6
TIG004_836838,2,146.6
TIG004_696004,2,146.6
TIG004_511900,2,146.6
TIG004_511887,2,146.6
TIG004_510343,2,146.6
TIG004_510331,2,146.6
TIG004_509192,2,146.6
TIG004_503219,2,146.6
TIG004_503202,2,146.6
TIG004_496427,2,146.6
TIG004_481440,2,146.6
TIG004_481411,2,146.6
TIG004_462283,2,146.6
TIG004_461313,2,146.6
TIG004_201800,2,155.7
TIG004_183204,2,156.8
TIG004_70106,2,156.8
TIG004_70003,2,156.8
TIG004_69986,2,156.8
TIG004_42030,2,156.8
